index_main,token,rtt,rssi
1,6,0,-52
1,7,0,-52
1,8,0,-52
1,9,0,-52
1,10,0,-52
1,11,0,-52
1,12,0,-52
1,13,0,-52
1,14,0,-52
1,15,0,-53
1,16,0,-53
1,17,0,-53
1,18,0,-53
1,19,0,-53
1,20,0,-53
2,6,0,-53
2,7,0,-53
2,8,0,-53
2,9,0,-53
2,10,0,-53
2,11,0,-53
2,12,0,-53
2,13,0,-53
2,14,0,-53
2,15,0,-53
2,16,0,-53
2,17,0,-53
2,18,0,-53
2,19,0,-53
2,20,3125,-53
3,6,0,-53
3,7,0,-53
3,8,0,-53
3,9,0,-52
3,10,0,-53
3,11,4688,-52
3,12,0,-52
3,13,0,-52
3,14,0,-53
3,15,0,-52
3,16,0,-52
3,17,0,-52
3,18,0,-52
3,19,0,-52
3,20,7812,-52
4,6,0,-53
4,7,0,-53
4,8,0,-52
4,9,0,-53
4,10,0,-52
4,11,0,-52
4,12,0,-52
4,13,0,-53
4,14,0,-53
4,15,0,-52
4,16,0,-52
4,17,0,-52
4,18,0,-52
4,19,0,-53
4,20,4687,-53
5,6,0,-53
5,7,0,-53
5,8,0,-53
5,9,0,-53
5,10,0,-53
5,11,0,-53
5,12,0,-53
5,13,0,-53
5,14,0,-52
5,15,0,-53
5,16,4688,-53
5,17,0,-52
5,18,0,-52
5,19,0,-52
5,20,0,-52
6,6,0,-53
6,7,0,-53
6,8,0,-53
6,9,0,-53
6,10,0,-53
6,11,0,-52
6,12,0,-53
6,13,0,-53
6,14,0,-53
6,15,0,-52
6,16,0,-52
6,17,0,-53
6,18,0,-52
6,19,0,-53
6,20,0,-52
7,6,0,-53
7,7,0,-53
7,8,0,-53
7,9,0,-53
7,10,0,-53
7,11,0,-53
7,12,0,-53
7,13,0,-53
7,14,0,-53
7,15,4687,-53
7,16,0,-53
7,17,0,-53
7,18,3125,-53
7,19,0,-53
7,20,4687,-53
8,6,0,-53
8,7,0,-53
8,8,0,-52
8,9,0,-53
8,10,0,-53
8,11,0,-53
8,12,0,-53
8,13,0,-53
8,14,0,-53
8,15,0,-53
8,16,0,-53
8,17,0,-53
8,18,0,-53
8,19,0,-53
8,20,0,-53
9,6,0,-53
9,7,0,-53
9,8,0,-53
9,9,0,-52
9,10,0,-53
9,11,0,-53
9,12,0,-53
9,13,0,-53
9,14,0,-53
9,15,0,-53
9,16,0,-52
9,17,4687,-53
9,18,0,-53
9,19,0,-53
9,20,0,-53
10,6,0,-53
10,7,0,-53
10,8,0,-53
10,9,0,-53
10,10,0,-53
10,11,0,-53
10,12,0,-53
10,13,0,-53
10,14,0,-53
10,15,0,-52
10,16,0,-52
10,17,0,-52
10,18,0,-52
10,19,0,-53
10,20,0,-52
11,6,0,-52
11,7,0,-53
11,8,0,-53
11,9,0,-53
11,10,0,-53
11,11,0,-53
11,12,0,-53
11,13,0,-53
11,14,0,-53
11,15,0,-53
11,16,0,-53
11,17,0,-53
11,18,0,-53
11,19,0,-53
11,20,3125,-53
12,6,0,-52
12,7,0,-53
12,8,0,-53
12,9,0,-53
12,10,0,-53
12,11,1562,-53
12,12,0,-53
12,13,0,-53
12,14,0,-53
12,15,0,-53
12,16,0,-53
12,17,0,-53
12,18,0,-53
12,19,0,-53
12,20,3125,-53
13,6,0,-52
