index_main,token,rtt,rssi
1,6,131250,-78
1,7,134375,-81
1,8,143750,-81
1,9,142187,-81
1,10,143750,-81
1,11,131250,-82
1,12,134375,-83
1,13,135938,-83
1,14,134375,-84
1,15,137500,-79
1,16,135938,-79
1,17,137500,-79
1,18,154688,-79
1,19,137500,-80
1,20,139062,-79
2,6,125000,-81
2,7,143750,-81
2,8,131250,-81
2,9,128125,-81
2,10,131250,-81
2,11,132812,-81
2,12,131250,-81
2,13,145312,-81
2,14,135937,-81
2,15,126562,-79
2,16,123438,-79
2,17,137500,-79
2,18,137500,-79
2,19,125000,-79
2,20,128125,-79
3,6,145312,-79
3,7,154687,-79
3,8,151562,-79
3,9,139062,-79
3,10,139062,-79
3,11,137500,-79
3,12,137500,-79
3,13,140625,-79
3,14,137500,-79
3,15,126563,-78
3,16,140625,-78
3,17,128125,-78
3,18,142187,-78
3,19,128125,-78
3,20,126562,-78
4,6,165625,-83
4,7,167187,-81
4,8,150000,-81
4,9,167188,-81
4,10,153125,-81
4,11,150000,-81
4,12,154688,-81
4,13,151562,-81
4,14,150000,-81
4,15,162500,-79
4,16,153125,-79
4,17,164063,-79
4,18,151563,-79
4,19,150000,-79
4,20,153125,-79
5,6,167188,-80
5,7,148438,-81
5,8,145313,-80
5,9,143750,-80
5,10,139062,-80
5,11,137500,-80
5,12,140625,-80
5,13,139063,-79
5,14,139063,-80
5,15,146875,-77
5,16,135937,-77
5,17,135938,-77
5,18,151562,-77
5,19,137500,-77
5,20,150000,-77
6,6,120313,-77
6,7,129687,-79
6,8,129687,-79
6,9,126562,-79
6,10,126563,-79
6,11,128125,-79
6,12,128125,-79
6,13,140625,-79
6,14,129688,-79
6,15,146875,-79
6,16,139063,-79
6,17,148437,-79
6,18,142188,-79
6,19,132813,-79
6,20,135937,-79
7,6,123437,-78
7,7,128125,-79
7,8,128125,-78
7,9,131250,-79
7,10,131250,-78
7,11,128125,-79
7,12,128125,-79
7,13,131250,-79
7,14,129687,-79
7,15,146875,-80
7,16,146875,-80
7,17,156250,-80
7,18,146875,-80
7,19,148438,-80
7,20,142187,-80
8,6,128125,-82
8,7,150000,-82
8,8,165625,-82
8,9,151562,-82
8,10,154688,-82
8,11,151562,-82
8,12,151562,-82
8,13,159375,-82
8,14,150000,-83
8,15,135937,-79
8,16,137500,-79
8,17,134375,-80
8,18,135937,-80
8,19,140625,-82
8,20,139063,-82
9,6,142187,-79
9,7,154688,-80
9,8,143750,-80
9,9,142187,-80
9,10,142187,-80
9,11,143750,-80
9,12,146875,-80
9,13,142187,-80
9,14,140625,-80
9,15,148437,-81
9,16,146875,-80
9,17,145312,-80
9,18,148438,-81
9,19,148438,-80
9,20,148438,-81
10,6,153125,-79
10,7,148437,-80
10,8,143750,-80
10,9,146875,-80
10,10,145312,-80
10,11,145312,-80
10,12,140625,-80
10,13,146875,-80
10,14,140625,-80
10,15,140625,-79
10,16,140625,-79
10,17,139062,-79
10,18,140625,-79
10,19,142188,-79
10,20,137500,-79
11,6,142187,-81
11,7,140625,-82
11,8,139062,-82
11,9,135938,-82
11,10,134375,-81
11,11,137500,-81
11,12,135938,-81
11,13,137500,-82
11,14,134375,-82
11,15,148437,-81
11,16,143750,-81
11,17,148438,-81
11,18,162500,-81
11,19,148437,-81
11,20,150000,-82
12,6,142187,-78
12,8,137500,-78
12,9,140625,-78
12,10,148438,-78
12,11,153125,-78
12,12,140625,-78
12,13,140625,-78
12,14,140625,-78
12,15,134375,-79
12,16,135937,-79
12,17,137500,-79
12,18,134375,-80
12,19,139063,-80
12,20,135938,-80
13,6,140625,-78
13,7,140625,-80
13,8,137500,-80
13,9,137500,-80
13,10,139062,-80
13,11,140625,-80
13,12,142187,-80
13,13,153125,-80
13,14,137500,-80
13,15,146875,-83
13,16,143750,-83
13,17,137500,-83
13,18,143750,-83
13,19,139062,-82
13,20,139063,-83
14,6,126562,-78
