index_main,token,rtt,rssi
1,7,70312,-71
1,8,82813,-71
1,9,70313,-71
1,10,70312,-70
1,11,70313,-70
1,12,70313,-70
1,13,71875,-70
1,14,73438,-70
1,15,76563,-68
1,16,76563,-68
1,17,76562,-68
1,18,78125,-69
1,19,78125,-69
1,20,78125,-69
2,6,100000,-70
2,7,96875,-70
2,8,96875,-70
2,9,98438,-70
2,10,98437,-70
2,11,98437,-70
2,12,98438,-70
2,13,96875,-70
2,14,100000,-70
2,15,110937,-71
2,16,110938,-71
2,17,110937,-71
2,18,109375,-71
2,19,109375,-71
2,20,121875,-71
3,6,96875,-70
3,7,96875,-69
3,8,96875,-69
3,9,96875,-69
3,10,95313,-69
3,11,96875,-69
3,12,93750,-69
3,13,95312,-69
3,14,95313,-69
3,15,93750,-69
3,16,93750,-69
3,17,93750,-69
3,18,106250,-69
3,19,95313,-69
3,20,93750,-69
4,6,92187,-69
4,7,92188,-70
4,8,92188,-70
4,9,93750,-69
4,10,93750,-69
4,11,92188,-69
4,12,106250,-69
4,13,93750,-70
4,14,93750,-70
4,15,93750,-70
4,16,107813,-70
4,17,93750,-70
4,18,92187,-70
4,19,93750,-70
4,20,92188,-70
5,6,90625,-70
5,7,90625,-70
5,8,92188,-70
5,9,92187,-70
5,10,92187,-70
5,11,90625,-70
5,12,92188,-70
5,13,90625,-70
5,14,92188,-70
5,15,107813,-70
5,16,95312,-70
5,17,93750,-70
5,18,95313,-70
5,19,106250,-70
5,20,93750,-70
6,6,95312,-71
6,7,96875,-70
6,8,96875,-70
6,9,95312,-70
6,10,96875,-70
6,11,95313,-70
6,12,95312,-70
6,13,95312,-70
6,14,95313,-70
6,15,98438,-70
6,16,100000,-70
6,17,98437,-70
6,18,100000,-70
6,19,100000,-70
6,20,101563,-70
7,6,96875,-70
7,7,98438,-70
7,8,96875,-70
7,9,96875,-70
7,10,98438,-70
7,11,98438,-70
7,12,98437,-70
7,13,98438,-70
7,14,109375,-70
7,15,95312,-70
7,16,92188,-70
7,17,93750,-70
7,18,93750,-70
7,19,106250,-70
7,20,92187,-70
8,6,93750,-71
8,7,95313,-71
8,8,95312,-71
8,9,95313,-71
8,10,95313,-71
8,11,95312,-71
8,12,95312,-71
8,13,95313,-71
8,14,96875,-71
8,15,95313,-70
8,16,96875,-71
8,17,98438,-70
8,18,95313,-71
8,19,95312,-70
8,20,95312,-70
9,6,90625,-70
9,7,90625,-70
9,8,90625,-70
9,9,90625,-70
9,10,92187,-70
9,11,92187,-70
9,12,104688,-70
9,13,90625,-70
9,14,92187,-70
9,15,96875,-70
9,16,95312,-70
9,17,109375,-70
9,18,96875,-70
9,19,95312,-70
9,20,96875,-70
10,6,89063,-70
10,7,87500,-70
10,8,89063,-70
10,9,89063,-70
10,10,87500,-70
10,11,87500,-70
10,12,90625,-70
10,13,87500,-70
10,14,89062,-70
10,15,82813,-70
10,16,84375,-70
10,17,84375,-70
10,18,82813,-70
10,19,82813,-70
10,20,82812,-70
11,6,109375,-72
11,7,110937,-72
11,8,109375,-72
11,9,109375,-72
11,10,110937,-72
11,11,110938,-72
11,12,110938,-72
11,13,110937,-72
11,14,112500,-72
11,15,109375,-72
11,16,110937,-72
11,17,110937,-72
11,18,110938,-72
11,19,112500,-72
11,20,110937,-72
12,6,78125,-70
12,7,82812,-69
12,8,85938,-69
12,9,85937,-69
12,10,84375,-69
12,11,85938,-69
12,12,85938,-69
12,13,96875,-69
12,14,98438,-69
12,15,89062,-68
12,16,89063,-68
12,17,87500,-68
12,18,89062,-68
12,19,118750,-68
13,6,92187,-70
13,7,92188,-70
13,8,92187,-70
13,9,92187,-69
13,10,92188,-70
13,11,92188,-70
13,12,93750,-69
13,13,92188,-70
13,14,93750,-70
13,15,84375,-70
13,16,82812,-70
13,17,81250,-70
13,18,85937,-71
13,19,82812,-71
13,20,84375,-71
14,6,93750,-70
14,7,92187,-70
14,8,92187,-70
14,9,93750,-70
14,10,93750,-70
14,11,93750,-70
14,12,93750,-70
14,13,92187,-70
14,14,92188,-70
14,15,92188,-71
14,16,90625,-71
14,17,90625,-71
14,18,90625,-71
14,19,104688,-71
14,20,101563,-71
15,6,90625,-70
15,7,92187,-70
15,8,92188,-70
15,9,92188,-70
15,10,90625,-70
15,11,92187,-70
15,12,89063,-70
15,13,90625,-70
15,14,90625,-70
15,15,92188,-70
15,16,92187,-70
15,17,92188,-70
15,18,92188,-70
15,19,93750,-70
15,20,92187,-70
16,6,96875,-70
16,7,98437,-70
16,8,96875,-70
16,9,96875,-70
16,10,96875,-70
16,11,96875,-70
16,12,96875,-70
16,13,96875,-70
16,14,96875,-70
16,15,96875,-69
16,16,96875,-69
16,17,96875,-69
16,18,98438,-69
16,19,98438,-69
16,20,96875,-69
17,6,95312,-71
17,7,93750,-71
17,8,107813,-71
17,9,95313,-71
17,10,95312,-71
17,11,95313,-71
17,12,95313,-71
17,13,93750,-71
17,14,95313,-71
17,15,93750,-71
17,16,93750,-71
17,17,107812,-71
17,18,95312,-71
17,19,93750,-71
17,20,95313,-71
18,6,87500,-69
18,7,84375,-70
18,8,87500,-70
18,9,87500,-70
18,10,87500,-70
18,11,87500,-70
18,12,87500,-70
18,13,87500,-70
18,14,87500,-70
18,15,84375,-71
18,16,85938,-71
18,17,84375,-71
18,18,96875,-71
18,19,98437,-71
18,20,85938,-71
19,6,85938,-70
19,7,87500,-70
19,8,100000,-70
19,9,87500,-70
19,10,87500,-70
19,11,89063,-70
19,12,85937,-70
19,13,89063,-70
19,14,87500,-70
19,15,92188,-73
19,16,92188,-73
19,17,90625,-72
19,18,90625,-73
19,19,90625,-73
19,20,90625,-73
20,6,82813,-70
20,7,82813,-70
20,8,81250,-70
20,9,82813,-70
20,10,81250,-70
20,11,81250,-70
20,12,84375,-70
20,13,82812,-70
20,14,81250,-70
20,15,78125,-70
20,16,78125,-70
20,17,76562,-70
20,18,78125,-70
20,19,76563,-70
20,20,76562,-70
21,6,85938,-71
21,7,87500,-70
21,8,87500,-70
21,9,87500,-70
21,10,87500,-70
21,11,85938,-70
21,12,98437,-70
21,13,89063,-70
21,14,87500,-70
21,15,89063,-69
21,16,90625,-69
21,17,90625,-69
21,18,92187,-69
21,19,90625,-69
21,20,103125,-69
22,6,90625,-69
22,7,87500,-69
22,8,89063,-69
22,9,100000,-69
22,10,87500,-69
22,11,98437,-69
22,12,98437,-69
22,13,85937,-69
22,14,87500,-69
22,15,87500,-69
22,16,85938,-69
22,17,100000,-69
22,18,85938,-69
22,19,89063,-69
22,20,87500,-69
23,6,89062,-69
23,7,87500,-69
23,8,87500,-69
23,9,87500,-69
23,10,101563,-69
23,11,101563,-69
23,12,100000,-69
23,13,89062,-69
23,14,87500,-69
23,15,89062,-69
23,16,89062,-69
23,17,89062,-69
23,18,85937,-69
23,19,89063,-69
23,20,87500,-69
24,6,101563,-72
24,7,103125,-72
24,8,103125,-72
24,9,101562,-72
24,10,101562,-72
24,11,112500,-72
24,12,112500,-72
24,13,101562,-72
24,14,101562,-72
24,15,100000,-72
24,16,101562,-72
24,17,100000,-72
24,18,100000,-72
24,19,100000,-72
24,20,100000,-72
25,6,100000,-71
25,7,103125,-71
25,8,103125,-71
25,9,103125,-71
25,10,103125,-71
25,11,115625,-71
25,12,104688,-71
25,13,117187,-72
25,14,104687,-71
25,15,101563,-71
25,16,103125,-71
25,17,101562,-71
25,18,100000,-70
25,19,101563,-70
25,20,103125,-70
26,6,87500,-69
26,7,89062,-69
26,8,89062,-69
26,9,87500,-69
26,10,90625,-69
26,11,89063,-69
26,12,87500,-69
26,13,89062,-69
26,14,89062,-69
26,16,100000,-68
26,17,87500,-68
26,18,87500,-68
26,19,89062,-68
26,20,89062,-68
27,6,85937,-68
27,7,85937,-68
27,8,100000,-68
27,9,100000,-68
27,10,85938,-68
27,11,85937,-68
27,12,85937,-68
27,13,84375,-68
27,14,84375,-68
27,15,87500,-68
27,16,100000,-69
27,17,98437,-69
27,18,87500,-69
27,19,87500,-68
27,20,87500,-68
28,6,87500,-68
28,7,100000,-68
28,8,85937,-69
28,9,98437,-68
28,10,98437,-68
28,11,85938,-68
28,12,87500,-68
28,13,85937,-68
28,14,85937,-68
28,15,87500,-69
28,16,87500,-69
28,17,85938,-69
28,18,100000,-69
28,19,85937,-69
28,20,100000,-69
29,6,84375,-69
29,7,87500,-69
29,8,87500,-69
29,9,84375,-69
29,10,85937,-69
29,11,84375,-69
29,12,85938,-69
29,13,85938,-69
29,14,87500,-69
29,15,87500,-69
29,16,87500,-69
29,17,100000,-69
29,18,101563,-69
29,19,89063,-69
29,20,87500,-69
30,6,96875,-71
30,7,100000,-70
30,8,112500,-71
30,9,110937,-70
30,10,98437,-71
30,11,100000,-70
30,12,98438,-70
30,13,100000,-70
30,14,98437,-70
30,15,100000,-71
30,16,100000,-71
30,17,100000,-71
30,18,100000,-71
30,19,101563,-71
30,20,100000,-71
31,6,87500,-70
31,7,89063,-70
31,8,87500,-70
31,9,87500,-70
31,10,87500,-70
31,11,87500,-70
31,12,85937,-70
31,13,87500,-70
31,14,98437,-70
31,15,89063,-70
31,16,89063,-70
31,17,100000,-70
31,18,85938,-70
31,19,87500,-70
31,20,87500,-70
32,6,89063,-71
32,7,89062,-71
32,8,87500,-71
32,9,87500,-71
32,10,87500,-71
32,11,89062,-71
32,12,87500,-71
32,13,87500,-71
32,14,87500,-71
32,15,87500,-71
32,16,101563,-71
32,17,89063,-71
32,18,85937,-71
32,19,89062,-71
32,20,89062,-71
33,6,84375,-70
33,7,87500,-69
33,8,85937,-69
33,9,87500,-69
33,10,87500,-69
33,11,98437,-69
33,12,85937,-69
33,13,87500,-69
33,14,87500,-69
33,15,96875,-69
33,16,100000,-69
33,17,87500,-69
33,18,85937,-69
33,19,85937,-69
33,20,85937,-69
34,6,92187,-69
34,7,89063,-69
34,8,90625,-69
34,9,89062,-69
34,10,90625,-69
34,11,87500,-69
34,12,90625,-69
34,13,89063,-69
34,14,89063,-69
34,15,101563,-69
34,16,89063,-69
34,17,90625,-69
34,18,89062,-69
34,19,89062,-69
34,20,103125,-69
35,6,95312,-69
35,7,96875,-70
35,8,93750,-70
35,9,96875,-70
35,10,95313,-70
35,11,107813,-70
35,12,95312,-69
35,13,107812,-70
35,14,93750,-70
35,15,109375,-70
35,16,95313,-70
35,17,96875,-70
35,18,96875,-70
35,19,95312,-70
35,20,96875,-70
36,6,95313,-70
36,7,98437,-70
36,8,98438,-70
36,9,96875,-70
36,10,96875,-70
36,11,100000,-70
36,12,98437,-70
36,13,96875,-70
36,14,98438,-70
36,15,101562,-70
36,16,101562,-70
36,17,101562,-70
36,18,100000,-70
36,19,101563,-70
36,20,100000,-70
37,6,101562,-70
37,7,103125,-70
37,8,101563,-70
37,9,101562,-70
37,10,101562,-70
37,11,103125,-70
37,12,101563,-70
37,13,101563,-70
37,14,101563,-70
37,15,101563,-70
37,16,103125,-70
37,17,101563,-70
37,18,101562,-70
37,19,101562,-70
37,20,103125,-70
38,6,101563,-70
38,7,103125,-70
38,8,101562,-70
38,9,100000,-70
38,10,112500,-70
38,11,101563,-70
38,12,100000,-70
38,13,101562,-70
38,14,101562,-70
38,15,103125,-70
38,16,101563,-70
38,17,101563,-70
38,18,103125,-70
38,19,103125,-70
38,20,103125,-70
39,6,101562,-70
39,7,112500,-70
39,8,103125,-70
39,9,100000,-70
39,10,100000,-70
39,11,100000,-70
39,12,101563,-70
39,13,101563,-70
39,14,101562,-70
39,15,114062,-70
39,16,101562,-70
39,17,100000,-70
39,18,101563,-70
39,19,103125,-70
39,20,103125,-70
40,6,101563,-70
40,7,101562,-70
40,8,103125,-70
40,9,114063,-70
40,10,103125,-70
40,11,100000,-70
40,12,101562,-70
40,13,101563,-70
40,14,103125,-70
40,15,101562,-71
40,16,101562,-71
40,17,101562,-71
40,18,103125,-71
40,19,101563,-71
40,20,103125,-71
41,6,100000,-70
41,7,98438,-70
41,8,100000,-70
41,9,100000,-70
41,10,100000,-70
41,11,100000,-70
41,12,100000,-70
41,13,100000,-70
41,14,100000,-70
41,15,100000,-69
41,16,100000,-70
41,17,100000,-69
41,18,98437,-70
41,19,100000,-70
41,20,98438,-69
42,6,100000,-70
42,7,101562,-70
42,8,100000,-70
42,9,101563,-70
42,10,100000,-70
42,11,100000,-70
42,12,100000,-70
42,13,100000,-70
42,14,100000,-70
42,15,98438,-70
42,16,98438,-70
42,17,96875,-70
42,18,109375,-70
42,19,96875,-70
42,20,110938,-70
43,6,96875,-70
43,7,100000,-70
43,8,98438,-70
43,9,98438,-70
43,10,98438,-70
43,11,98437,-70
43,12,98437,-70
43,13,96875,-70
43,14,98437,-70
43,15,109375,-70
43,16,98438,-70
43,17,98438,-70
43,18,100000,-70
43,19,96875,-70
43,20,98438,-70
44,6,85938,-69
44,7,89063,-68
44,8,85937,-68
44,9,85937,-68
44,10,89062,-68
44,11,89062,-68
44,12,87500,-68
44,13,89063,-68
44,14,87500,-68
44,15,87500,-69
44,16,87500,-69
44,17,87500,-68
44,18,89063,-68
44,19,87500,-68
44,20,87500,-68
45,6,87500,-68
45,7,87500,-68
45,8,85937,-68
45,9,87500,-68
45,10,85938,-68
45,11,87500,-68
45,12,89063,-68
45,13,87500,-68
45,14,100000,-68
45,15,87500,-68
45,16,85937,-68
45,17,98437,-68
45,18,85938,-68
45,19,87500,-68
45,20,85937,-68
46,6,90625,-69
46,7,87500,-69
46,8,85937,-69
46,9,87500,-69
46,10,89062,-69
46,11,87500,-69
46,12,100000,-69
46,13,87500,-69
46,14,85938,-69
46,15,85938,-69
46,16,87500,-69
46,17,87500,-69
46,18,85937,-69
46,19,85937,-69
46,20,85938,-69
47,6,87500,-69
47,7,85938,-69
47,8,87500,-69
47,9,87500,-69
47,10,85937,-69
47,11,87500,-69
47,12,85938,-69
47,13,84375,-69
47,14,85937,-69
47,15,87500,-69
47,16,89062,-69
47,17,85938,-69
47,18,89062,-69
47,19,87500,-69
47,20,87500,-69
48,6,85937,-69
48,7,85937,-69
48,8,87500,-69
48,9,85938,-69
48,10,87500,-69
48,11,87500,-69
48,12,87500,-69
48,13,87500,-69
48,14,87500,-69
48,15,82813,-69
48,16,82812,-69
48,17,95312,-69
48,18,81250,-69
48,19,81250,-69
48,20,84375,-69
49,6,81250,-68
49,7,84375,-70
49,8,84375,-70
49,9,84375,-70
49,10,84375,-70
49,11,84375,-69
49,12,82813,-69
49,13,81250,-69
49,14,81250,-69
49,15,92187,-70
49,16,92187,-70
49,17,92188,-70
49,18,93750,-70
49,19,93750,-70
49,20,95313,-70
50,6,65625,-67
50,7,75000,-70
50,8,64062,-70
50,9,64062,-70
50,10,62500,-71
50,11,65625,-71
50,12,64062,-71
50,13,65625,-72
50,14,68750,-72
50,15,82812,-71
50,16,82812,-71
50,17,84375,-71
50,18,84375,-71
50,19,82812,-71
50,20,82812,-71
51,6,64062,-67
51,7,85937,-70
51,8,85937,-70
51,10,82812,-70
51,11,82813,-70
51,12,82812,-69
51,13,82813,-69
51,14,81250,-69
51,15,92187,-74
51,16,93750,-74
51,17,89063,-74
51,18,87500,-74
51,19,85938,-73
51,20,84375,-73
52,6,106250,-74
52,7,84375,-71
52,8,82812,-71
52,9,82812,-71
52,10,82813,-71
52,11,84375,-71
52,12,84375,-71
52,13,84375,-71
52,14,82812,-71
52,15,84375,-71
52,16,82813,-70
52,17,82813,-70
52,18,79688,-70
52,19,79688,-70
52,20,79687,-70
53,6,101562,-72
53,7,109375,-71
53,8,98438,-71
53,9,98438,-71
53,10,100000,-71
53,11,96875,-71
53,12,96875,-71
53,13,96875,-71
53,14,95312,-71
53,15,107812,-71
53,16,93750,-71
53,17,96875,-72
53,18,95313,-71
53,19,95313,-71
53,20,93750,-71
54,6,96875,-70
54,7,98437,-70
54,8,100000,-69
54,9,100000,-69
54,10,100000,-69
54,11,100000,-69
54,12,100000,-69
54,13,98437,-69
54,14,100000,-69
54,15,92187,-74
54,16,93750,-74
54,17,95312,-74
54,18,93750,-74
54,19,95313,-74
54,20,95312,-74
55,6,106250,-72
55,7,103125,-71
55,8,103125,-71
55,9,103125,-71
55,10,101563,-71
55,11,104687,-71
55,12,103125,-71
55,13,103125,-71
55,14,115625,-71
55,15,98438,-74
55,16,96875,-74
55,17,96875,-74
55,18,96875,-74
55,19,96875,-74
55,20,98438,-74
56,6,96875,-70
56,7,95312,-70
56,8,95313,-71
56,9,93750,-71
56,10,95313,-71
56,11,106250,-71
56,12,95312,-71
56,13,96875,-71
56,14,96875,-71
56,15,103125,-73
56,16,101563,-73
56,17,101562,-73
56,18,101562,-73
56,19,103125,-73
56,20,101563,-73
57,6,89062,-71
57,7,89063,-70
57,8,90625,-70
57,9,89062,-70
57,10,92187,-70
57,11,90625,-70
57,12,90625,-70
57,13,89062,-69
57,14,92188,-69
57,15,90625,-72
57,16,90625,-72
57,17,92188,-72
57,18,92187,-72
57,19,104687,-72
57,20,89063,-72
58,6,85938,-70
58,7,103125,-71
58,8,104687,-71
58,9,106250,-71
58,10,104687,-71
58,11,107812,-71
58,12,120313,-70
